Country code	Sector code	Area	Production	Green water intensity	Blue water intensity	Grey water intensity	Total green water	Total blue water	Total grey water
"SLE"	"coff"	"9,891"	"28,096"	"6,609"	"0"	"0"	"186"	"0"	"0"
"SLE"	"coco"	"119,216"	"50,150"	"26,605"	"0"	"0"	"1,334"	"0"	"0"
"SLE"	"ocrp"	"1,515"	"6,890"	"2,908"	"1"	"0"	"20"	"0"	"0"
"SLE"	"catt"	"0"	"13,409"	"9,464"	"199"	"1"	"127"	"3"	"0"
"SLE"	"milk"	"0"	"174,147"	"1,621"	"109"	"12"	"282"	"19"	"2"
"SLE"	"poul"	"0"	"16,548"	"4,412"	"96"	"88"	"73"	"2"	"1"
"SLE"	"eggs"	"0"	"11,618"	"3,127"	"128"	"63"	"36"	"1"	"1"
"SLE"	"smlr"	"0"	"3,856"	"4,064"	"232"	"2"	"16"	"1"	"0"
"SLE"	"oliv"	"0"	"14,112"	"2,528"	"235"	"44"	"36"	"3"	"1"
"SLE"	"aqua"	"0"	"10"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SLE"	"fish"	"0"	"192"	"0"	"0"	"0"	"0"	"0"	"0"
"SLE"	"meat"	"0"	"5,024"	"0"	"0"	"0"	"0"	"0"	"0"
"SLE"	"fveg"	"0"	"23,629"	"0"	"2"	"0"	"0"	"0"	"0"
"SLE"	"foil"	"0"	"18,755"	"0"	"0"	"0"	"0"	"0"	"0"
"SLE"	"mmll"	"0"	"15,257"	"0"	"2"	"0"	"0"	"0"	"0"
"SLE"	"rmll"	"0"	"488,494"	"0"	"2"	"0"	"0"	"1"	"0"
"SLE"	"wmll"	"0"	"6,451"	"0"	"2"	"0"	"0"	"0"	"0"
"SLE"	"gmll"	"0"	"65,816"	"0"	"2"	"0"	"0"	"0"	"0"
"SLE"	"sref"	"0"	"29,179"	"0"	"1"	"0"	"0"	"0"	"0"
"SLE"	"food"	"0"	"68,789"	"0"	"2"	"0"	"0"	"0"	"0"
"SLE"	"beve"	"0"	"20,000"	"0"	"8"	"0"	"0"	"0"	"0"
"SLV"	"maiz"	"270,823"	"685,509"	"1,776"	"0"	"329"	"1,217"	"0"	"226"
"SLV"	"sorg"	"69,169"	"109,290"	"2,964"	"0"	"0"	"324"	"0"	"0"
"SLV"	"rice"	"3,558"	"23,491"	"1,194"	"336"	"202"	"28"	"8"	"5"
"SLV"	"puls"	"97,858"	"92,999"	"4,146"	"0"	"41"	"386"	"0"	"4"
"SLV"	"oils"	"13,968"	"137,788"	"4,003"	"1,014"	"1,577"	"552"	"140"	"217"
"SLV"	"cass"	"1,826"	"31,572"	"548"	"0"	"3"	"17"	"0"	"0"
"SLV"	"ipot"	"363"	"10,597"	"241"	"0"	"22"	"3"	"0"	"0"
"SLV"	"spot"	"130"	"738"	"565"	"168"	"6"	"0"	"0"	"0"
"SLV"	"root"	"5,621"	"47,319"	"448"	"0"	"2"	"21"	"0"	"0"
"SLV"	"leaf"	"1,558"	"11,348"	"586"	"0"	"112"	"7"	"0"	"1"
"SLV"	"vege"	"4,881"	"90,190"	"8,035"	"0"	"32"	"725"	"0"	"3"
"SLV"	"sugr"	"79,729"	"7,046,001"	"147"	"5"	"18"	"1,036"	"35"	"127"
"SLV"	"toba"	"878"	"1,858"	"800"	"0"	"21"	"1"	"0"	"0"
"SLV"	"cott"	"5,943"	"2,877"	"800"	"0"	"21"	"2"	"0"	"0"
"SLV"	"nuts"	"872"	"949"	"11,109"	"0"	"49"	"11"	"0"	"0"
"SLV"	"bana"	"1,900"	"17,249"	"972"	"0"	"5"	"17"	"0"	"0"
"SLV"	"plan"	"2,012"	"44,499"	"972"	"0"	"5"	"43"	"0"	"0"
"SLV"	"frui"	"19,959"	"246,711"	"654"	"6"	"5"	"161"	"2"	"1"
"SLV"	"teal"	"327"	"466"	"231"	"6"	"6"	"0"	"0"	"0"
"SLV"	"coff"	"163,945"	"80,167"	"14,204"	"56"	"722"	"1,139"	"4"	"58"
"SLV"	"coco"	"835"	"189"	"8,793"	"0"	"36"	"2"	"0"	"0"
"SLV"	"catt"	"0"	"17,407"	"4,199"	"144"	"203"	"73"	"3"	"4"
"SLV"	"milk"	"0"	"477,800"	"848"	"34"	"35"	"405"	"16"	"17"
"SLV"	"poul"	"0"	"137,375"	"3,629"	"96"	"450"	"499"	"13"	"62"
"SLV"	"eggs"	"0"	"67,000"	"3,269"	"91"	"407"	"219"	"6"	"27"
"SLV"	"smlr"	"0"	"121"	"5,040"	"295"	"0"	"1"	"0"	"0"
"SLV"	"oliv"	"0"	"9,111"	"4,194"	"302"	"412"	"38"	"3"	"4"
"SLV"	"aqua"	"0"	"8"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SLV"	"fish"	"0"	"52"	"0"	"0"	"0"	"0"	"0"	"0"
"SLV"	"meat"	"0"	"12,253"	"0"	"0"	"0"	"0"	"0"	"0"
"SLV"	"fsea"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SLV"	"fveg"	"0"	"26,059"	"0"	"2"	"0"	"0"	"0"	"0"
"SLV"	"foil"	"0"	"19,895"	"0"	"0"	"0"	"0"	"0"	"0"
"SLV"	"dair"	"0"	"24,217"	"0"	"2"	"0"	"0"	"0"	"0"
"SLV"	"mmll"	"0"	"497,200"	"0"	"2"	"0"	"0"	"1"	"0"
"SLV"	"rmll"	"0"	"67,613"	"0"	"2"	"0"	"0"	"0"	"0"
"SLV"	"wmll"	"0"	"298,393"	"0"	"2"	"0"	"0"	"1"	"0"
"SLV"	"gmll"	"0"	"77,427"	"0"	"2"	"0"	"0"	"0"	"0"
"SLV"	"sref"	"0"	"1,452,517"	"0"	"1"	"0"	"0"	"1"	"0"
"SLV"	"food"	"0"	"69,705"	"0"	"2"	"0"	"0"	"0"	"0"
"SLV"	"beve"	"0"	"234,760"	"0"	"8"	"0"	"0"	"2"	"0"
"SOM"	"maiz"	"93,000"	"102,000"	"3,011"	"1,455"	"0"	"307"	"148"	"0"
"SOM"	"sorg"	"234,000"	"130,000"	"7,385"	"596"	"0"	"960"	"77"	"0"
"SOM"	"rice"	"959"	"1,343"	"312"	"721"	"0"	"0"	"1"	"0"
"SOM"	"whea"	"2,591"	"1,036"	"8,351"	"10,348"	"0"	"9"	"11"	"0"
"SOM"	"puls"	"92,585"	"28,555"	"4,568"	"0"	"0"	"130"	"0"	"0"
"SOM"	"gnut"	"7,955"	"8,474"	"2,889"	"0"	"0"	"24"	"0"	"0"
"SOM"	"oils"	"83,250"	"49,300"	"6,115"	"4,062"	"0"	"301"	"200"	"0"
"SOM"	"cass"	"9,699"	"93,248"	"242"	"0"	"0"	"23"	"0"	"0"
"SOM"	"spot"	"860"	"8,538"	"267"	"42"	"0"	"2"	"0"	"0"
"SOM"	"vege"	"27,395"	"109,060"	"594"	"593"	"0"	"65"	"65"	"0"
"SOM"	"sugr"	"6,364"	"230,000"	"157"	"268"	"0"	"36"	"62"	"0"
"SOM"	"toba"	"365"	"152"	"4,276"	"0"	"0"	"1"	"0"	"0"
"SOM"	"cott"	"17,668"	"7,104"	"4,276"	"0"	"0"	"30"	"0"	"0"
"SOM"	"bana"	"1,125"	"19,198"	"315"	"916"	"0"	"6"	"18"	"0"
"SOM"	"frui"	"20,491"	"189,369"	"674"	"830"	"0"	"128"	"157"	"0"
"SOM"	"catt"	"0"	"55,939"	"10,900"	"761"	"67"	"610"	"43"	"4"
"SOM"	"milk"	"0"	"2,141,739"	"1,397"	"452"	"60"	"2,992"	"968"	"129"
"SOM"	"poul"	"0"	"3,812"	"12,743"	"4,656"	"391"	"49"	"18"	"1"
"SOM"	"eggs"	"0"	"2,626"	"7,287"	"2,735"	"237"	"19"	"7"	"1"
"SOM"	"smlr"	"0"	"79,230"	"9,098"	"292"	"14"	"721"	"23"	"1"
"SOM"	"oliv"	"0"	"47,209"	"3,024"	"1,000"	"131"	"143"	"47"	"6"
"SRB"	"aqua"	"0"	"7"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SRB"	"meat"	"0"	"351,071"	"0"	"0"	"0"	"0"	"0"	"0"
"SRB"	"fveg"	"0"	"274,661"	"0"	"2"	"0"	"0"	"0"	"0"
"SRB"	"foil"	"0"	"389,299"	"0"	"0"	"0"	"0"	"0"	"0"
"SRB"	"dair"	"0"	"388,561"	"0"	"2"	"0"	"0"	"1"	"0"
"SRB"	"mmll"	"0"	"540,492"	"0"	"2"	"0"	"0"	"1"	"0"
"SRB"	"wmll"	"0"	"1,178,000"	"0"	"2"	"0"	"0"	"2"	"0"
"SRB"	"gmll"	"0"	"60,676"	"0"	"2"	"0"	"0"	"0"	"0"
"SRB"	"sref"	"0"	"1,078,788"	"0"	"1"	"0"	"0"	"1"	"0"
"SRB"	"food"	"0"	"216,215"	"0"	"2"	"0"	"0"	"0"	"0"
"SRB"	"beve"	"0"	"691,122"	"0"	"8"	"0"	"0"	"5"	"0"
"STP"	"fish"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"
"STP"	"meat"	"0"	"92"	"0"	"0"	"0"	"0"	"0"	"0"
"STP"	"foil"	"0"	"1,847"	"0"	"0"	"0"	"0"	"0"	"0"
"STP"	"mmll"	"0"	"828"	"0"	"2"	"0"	"0"	"0"	"0"
"STP"	"food"	"0"	"26"	"0"	"2"	"0"	"0"	"0"	"0"
"SUR"	"maiz"	"34"	"85"	"2,297"	"0"	"820"	"0"	"0"	"0"
"SUR"	"rice"	"56,248"	"282,293"	"1,376"	"535"	"107"	"389"	"151"	"30"
"SUR"	"puls"	"134"	"116"	"4,833"	"0"	"1,403"	"1"	"0"	"0"
"SUR"	"gnut"	"16"	"19"	"3,446"	"0"	"1,675"	"0"	"0"	"0"
"SUR"	"oils"	"1,718"	"16,011"	"15,298"	"0"	"1,129"	"245"	"0"	"18"
"SUR"	"cass"	"288"	"8,170"	"320"	"0"	"59"	"3"	"0"	"0"
"SUR"	"spot"	"57"	"795"	"313"	"0"	"79"	"0"	"0"	"0"
"SUR"	"root"	"137"	"1,711"	"972"	"177"	"203"	"2"	"0"	"0"
"SUR"	"leaf"	"129"	"3,182"	"188"	"0"	"70"	"1"	"0"	"0"
"SUR"	"vege"	"1,313"	"23,138"	"393"	"0"	"132"	"9"	"0"	"3"
"SUR"	"sugr"	"3,079"	"125,973"	"290"	"0"	"27"	"37"	"0"	"3"
"SUR"	"bana"	"1,730"	"48,835"	"582"	"159"	"77"	"28"	"8"	"4"
"SUR"	"plan"	"483"	"15,399"	"582"	"159"	"77"	"9"	"2"	"1"
"SUR"	"frui"	"2,385"	"35,821"	"1,304"	"0"	"219"	"47"	"0"	"8"
"SUR"	"coff"	"232"	"5"	"247,947"	"0"	"23,642"	"1"	"0"	"0"
"SUR"	"coco"	"138"	"5"	"149,891"	"0"	"15,073"	"1"	"0"	"0"
"SUR"	"catt"	"0"	"1,616"	"8,171"	"1,523"	"783"	"13"	"2"	"1"
"SUR"	"milk"	"0"	"3,500"	"1,046"	"136"	"63"	"4"	"0"	"0"
"SUR"	"poul"	"0"	"10,877"	"3,143"	"750"	"386"	"34"	"8"	"4"
"SUR"	"eggs"	"0"	"3,671"	"1,926"	"498"	"239"	"7"	"2"	"1"
"SUR"	"smlr"	"0"	"20"	"5,612"	"330"	"0"	"0"	"0"	"0"
"SUR"	"oliv"	"0"	"2,160"	"3,996"	"974"	"442"	"9"	"2"	"1"
"SUR"	"aqua"	"0"	"1"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SUR"	"fish"	"0"	"46"	"0"	"0"	"0"	"0"	"0"	"0"
"SUR"	"meat"	"0"	"670"	"0"	"0"	"0"	"0"	"0"	"0"
"SUR"	"foil"	"0"	"4,795"	"0"	"0"	"0"	"0"	"0"	"0"
"SUR"	"dair"	"0"	"449"	"0"	"2"	"0"	"0"	"0"	"0"
"SUR"	"rmll"	"0"	"147,650"	"0"	"2"	"0"	"0"	"0"	"0"
"SUR"	"wmll"	"0"	"18,331"	"0"	"2"	"0"	"0"	"0"	"0"
"SUR"	"sref"	"0"	"19,682"	"0"	"1"	"0"	"0"	"0"	"0"
"SUR"	"food"	"0"	"21,396"	"0"	"2"	"0"	"0"	"0"	"0"
"SUR"	"beve"	"0"	"54,554"	"0"	"8"	"0"	"0"	"0"	"0"
"SVK"	"aqua"	"0"	"5"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SVK"	"meat"	"0"	"149,578"	"0"	"0"	"0"	"0"	"0"	"0"
"SVK"	"fveg"	"0"	"13,084"	"0"	"2"	"0"	"0"	"0"	"0"
"SVK"	"foil"	"0"	"186,910"	"0"	"0"	"0"	"0"	"0"	"0"
"SVK"	"dair"	"0"	"758,948"	"0"	"2"	"0"	"0"	"1"	"0"
"SVK"	"mmll"	"0"	"520,233"	"0"	"2"	"0"	"0"	"1"	"0"
"SVK"	"rmll"	"0"	"265"	"0"	"2"	"0"	"0"	"0"	"0"
"SVK"	"wmll"	"0"	"730,649"	"0"	"2"	"0"	"0"	"1"	"0"
"SVK"	"gmll"	"0"	"49,569"	"0"	"2"	"0"	"0"	"0"	"0"
"SVK"	"sref"	"0"	"733,784"	"0"	"1"	"0"	"0"	"1"	"0"
"SVK"	"pcof"	"0"	"3,778"	"0"	"5"	"0"	"0"	"0"	"0"
"SVK"	"food"	"0"	"731,208"	"0"	"2"	"0"	"0"	"1"	"0"
"SVK"	"beve"	"0"	"399,680"	"0"	"8"	"0"	"0"	"3"	"0"
"SVN"	"maiz"	"37,080"	"350,490"	"616"	"1"	"171"	"216"	"0"	"60"
"SVN"	"sorg"	"80"	"965"	"2,241"	"0"	"2,620"	"2"	"0"	"3"
"SVN"	"whea"	"48,810"	"209,960"	"1,059"	"1"	"887"	"222"	"0"	"186"
"SVN"	"ocer"	"12,360"	"43,728"	"834"	"12"	"1,570"	"36"	"1"	"69"
"SVN"	"puls"	"1,070"	"3,959"	"1,280"	"0"	"5,501"	"5"	"0"	"22"
"SVN"	"oils"	"10,760"	"20,820"	"2,554"	"0"	"13,794"	"53"	"0"	"287"
"SVN"	"ipot"	"2,810"	"72,920"	"205"	"2"	"493"	"15"	"0"	"36"
"SVN"	"root"	"0"	"12,683"	"1,147"	"7"	"1,410"	"15"	"0"	"18"
"SVN"	"leaf"	"2,390"	"46,500"	"62"	"0"	"77"	"3"	"0"	"4"
"SVN"	"vege"	"1,850"	"50,967"	"232"	"26"	"94"	"12"	"1"	"5"
"SVN"	"nuts"	"540"	"1,288"	"6,429"	"107"	"11,375"	"8"	"0"	"15"
"SVN"	"frui"	"19,350"	"234,774"	"180"	"3"	"37"	"42"	"1"	"9"
"SVN"	"ocrp"	"1,670"	"4,349"	"1,587"	"138"	"2,640"	"7"	"1"	"11"
"SVN"	"catt"	"0"	"34,870"	"3,857"	"93"	"613"	"134"	"3"	"21"
"SVN"	"milk"	"0"	"633,516"	"529"	"22"	"132"	"335"	"14"	"84"
"SVN"	"poul"	"0"	"70,086"	"2,530"	"52"	"683"	"177"	"4"	"48"
"SVN"	"eggs"	"0"	"23,820"	"2,467"	"58"	"715"	"59"	"1"	"17"
"SVN"	"smlr"	"0"	"1,809"	"3,359"	"361"	"1"	"6"	"1"	"0"
"SVN"	"oliv"	"0"	"32,333"	"3,921"	"216"	"964"	"127"	"7"	"31"
"SVN"	"aqua"	"0"	"1"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SVN"	"fish"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"SVN"	"meat"	"0"	"76,497"	"0"	"0"	"0"	"0"	"0"	"0"
"SVN"	"fsea"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SVN"	"fveg"	"0"	"2,626"	"0"	"2"	"0"	"0"	"0"	"0"
"SVN"	"foil"	"0"	"35,876"	"0"	"0"	"0"	"0"	"0"	"0"
"SVN"	"dair"	"0"	"342,836"	"0"	"2"	"0"	"0"	"1"	"0"
"SVN"	"mmll"	"0"	"122,245"	"0"	"2"	"0"	"0"	"0"	"0"
"SVN"	"wmll"	"0"	"150,917"	"0"	"2"	"0"	"0"	"0"	"0"
"SVN"	"gmll"	"0"	"14,126"	"0"	"2"	"0"	"0"	"0"	"0"
"SVN"	"sref"	"0"	"15,023"	"0"	"1"	"0"	"0"	"0"	"0"
"SVN"	"pcof"	"0"	"6,478"	"0"	"5"	"0"	"0"	"0"	"0"
"SVN"	"food"	"0"	"34,701"	"0"	"2"	"0"	"0"	"0"	"0"
"SVN"	"beve"	"0"	"166,413"	"0"	"8"	"0"	"0"	"1"	"0"
"SWE"	"whea"	"733,310"	"2,714,700"	"509"	"0"	"132"	"1,381"	"0"	"358"
"SWE"	"ocer"	"187,690"	"540,800"	"697"	"0"	"95"	"377"	"0"	"51"
"SWE"	"puls"	"47,960"	"82,530"	"792"	"0"	"0"	"65"	"0"	"0"
"SWE"	"oils"	"101,050"	"221,800"	"1,685"	"0"	"325"	"374"	"0"	"72"
"SWE"	"ipot"	"23,910"	"720,200"	"98"	"9"	"18"	"71"	"6"	"13"
"SWE"	"leaf"	"3,450"	"90,840"	"76"	"8"	"11"	"7"	"1"	"1"
"SWE"	"vege"	"6,610"	"216,250"	"81"	"13"	"16"	"17"	"3"	"3"
"SWE"	"sugr"	"30,640"	"1,698,400"	"271"	"12"	"52"	"460"	"20"	"88"
"SWE"	"frui"	"4,090"	"49,200"	"526"	"1"	"0"	"26"	"0"	"0"
"SWE"	"catt"	"0"	"136,870"	"3,717"	"68"	"504"	"509"	"9"	"69"
"SWE"	"milk"	"0"	"2,760,230"	"444"	"14"	"76"	"1,226"	"39"	"210"
"SWE"	"poul"	"0"	"216,372"	"1,459"	"11"	"320"	"316"	"2"	"69"
"SWE"	"eggs"	"0"	"132,112"	"1,371"	"17"	"303"	"181"	"2"	"40"
"SWE"	"smlr"	"0"	"5,620"	"3,669"	"280"	"7"	"21"	"2"	"0"
"SWE"	"oliv"	"0"	"269,841"	"2,845"	"150"	"566"	"768"	"40"	"153"
"SWE"	"aqua"	"0"	"24"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SWE"	"fish"	"0"	"223"	"0"	"0"	"0"	"0"	"0"	"0"
"SWE"	"meat"	"0"	"371,275"	"0"	"0"	"0"	"0"	"0"	"0"
"SWE"	"fsea"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"
"SWE"	"fveg"	"0"	"59,205"	"0"	"2"	"0"	"0"	"0"	"0"
"SWE"	"foil"	"0"	"469,943"	"0"	"0"	"0"	"0"	"0"	"0"
"SWE"	"dair"	"0"	"2,169,694"	"0"	"2"	"0"	"0"	"4"	"0"
"SWE"	"mmll"	"0"	"64,277"	"0"	"2"	"0"	"0"	"0"	"0"
"SWE"	"rmll"	"0"	"4,133"	"0"	"2"	"0"	"0"	"0"	"0"
"SWE"	"wmll"	"0"	"740,133"	"0"	"2"	"0"	"0"	"1"	"0"
"SWE"	"gmll"	"0"	"110,614"	"0"	"2"	"0"	"0"	"0"	"0"
"SWE"	"sref"	"0"	"733,165"	"0"	"1"	"0"	"0"	"1"	"0"
"SWE"	"pcof"	"0"	"83,863"	"0"	"5"	"0"	"0"	"0"	"0"
"SWE"	"food"	"0"	"230,130"	"0"	"2"	"0"	"0"	"0"	"0"
"SWE"	"beve"	"0"	"730,885"	"0"	"8"	"0"	"0"	"6"	"0"
"SYC"	"oils"	"768"	"3,600"	"3,216"	"448"	"1"	"12"	"2"	"0"
"SYC"	"cass"	"19"	"234"	"1,159"	"381"	"0"	"0"	"0"	"0"
"SYC"	"vege"	"878"	"3,352"	"773"	"85"	"1"	"3"	"0"	"0"
"SYC"	"bana"	"98"	"1,987"	"2,503"	"0"	"2"	"5"	"0"	"0"
"SYC"	"frui"	"83"	"890"	"971"	"0"	"1"	"1"	"0"	"0"
"SYC"	"teal"	"22"	"15"	"24,784"	"9,065"	"3"	"0"	"0"	"0"
"SYC"	"ocrp"	"595"	"44"	"111,004"	"3,399"	"14"	"5"	"0"	"0"
"SYC"	"catt"	"0"	"11"	"13,011"	"86"	"4"	"0"	"0"	"0"
"SYC"	"milk"	"0"	"90"	"909"	"63"	"34"	"0"	"0"	"0"
"SYC"	"poul"	"0"	"566"	"2,834"	"64"	"105"	"2"	"0"	"0"
"SYC"	"eggs"	"0"	"1,123"	"2,023"	"56"	"75"	"2"	"0"	"0"
"SYC"	"smlr"	"0"	"22"	"2,119"	"184"	"0"	"0"	"0"	"0"
"SYC"	"oliv"	"0"	"442"	"2,696"	"246"	"97"	"1"	"0"	"0"
"SYC"	"aqua"	"0"	"0"	"1,629"	"179"	"166"	"0"	"0"	"0"
"SYC"	"fish"	"0"	"136"	"0"	"0"	"0"	"0"	"0"	"0"
"SYC"	"meat"	"0"	"41"	"0"	"0"	"0"	"0"	"0"	"0"
"SYC"	"fsea"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"SYC"	"foil"	"0"	"23"	"0"	"0"	"0"	"0"	"0"	"0"
"SYC"	"mmll"	"0"	"800"	"0"	"2"	"0"	"0"	"0"	"0"
"SYC"	"wmll"	"0"	"520"	"0"	"2"	"0"	"0"	"0"	"0"
"SYC"	"sref"	"0"	"796"	"0"	"1"	"0"	"0"	"0"	"0"
"SYC"	"food"	"0"	"71"	"0"	"2"	"0"	"0"	"0"	"0"
"SYC"	"beve"	"0"	"5,651"	"0"	"8"	"0"	"0"	"0"	"0"
"TCD"	"maiz"	"341,872"	"437,898"	"3,822"	"27"	"0"	"1,674"	"12"	"0"
"TCD"	"sorg"	"2,360,735"	"1,744,174"	"7,091"	"2"	"0"	"12,368"	"3"	"0"
"TCD"	"rice"	"185,825"	"259,756"	"5,799"	"354"	"0"	"1,506"	"92"	"0"
"TCD"	"whea"	"801"	"1,798"	"844"	"3,406"	"0"	"2"	"6"	"0"
"TCD"	"ocer"	"494,943"	"578,562"	"3,471"	"448"	"0"	"2,008"	"259"	"0"
"TCD"	"puls"	"249,477"	"186,774"	"4,458"	"0"	"0"	"833"	"0"	"0"
"TCD"	"gnut"	"786,890"	"893,940"	"4,743"	"0"	"0"	"4,240"	"0"	"0"
"TCD"	"oils"	"361,615"	"213,437"	"12,107"	"17"	"0"	"2,584"	"4"	"0"
"TCD"	"cass"	"35,059"	"284,307"	"715"	"0"	"0"	"203"	"0"	"0"
"TCD"	"ipot"	"4,234"	"41,583"	"80"	"0"	"0"	"3"	"0"	"0"
"TCD"	"spot"	"36,974"	"255,447"	"1,988"	"6"	"0"	"508"	"2"	"0"
"TCD"	"root"	"65,684"	"505,755"	"3,471"	"448"	"0"	"1,755"	"227"	"0"
"TCD"	"vege"	"10,251"	"110,840"	"44"	"101"	"0"	"5"	"11"	"0"
"TCD"	"sugr"	"4,558"	"475,073"	"99"	"119"	"0"	"47"	"57"	"0"
"TCD"	"toba"	"146"	"180"	"609"	"0"	"0"	"0"	"0"	"0"
"TCD"	"cott"	"120,000"	"40,000"	"609"	"0"	"0"	"24"	"0"	"0"
"TCD"	"frui"	"39,509"	"127,841"	"2,707"	"0"	"0"	"346"	"0"	"0"
"TCD"	"coff"	"0"	"85"	"257"	"45"	"1"	"0"	"0"	"0"
"TCD"	"catt"	"0"	"443,952"	"6,838"	"147"	"0"	"3,036"	"65"	"0"
"TCD"	"milk"	"0"	"383,240"	"2,130"	"97"	"1"	"816"	"37"	"0"
"TCD"	"poul"	"0"	"6,454"	"9,523"	"115"	"10"	"61"	"1"	"0"
"TCD"	"eggs"	"0"	"7,639"	"9,964"	"156"	"10"	"76"	"1"	"0"
"TCD"	"smlr"	"0"	"284,426"	"6,233"	"193"	"1"	"1,773"	"55"	"0"
"TCD"	"oliv"	"0"	"15,002"	"33,155"	"656"	"237"	"497"	"10"	"4"
"TCD"	"aqua"	"0"	"108"	"1,629"	"179"	"166"	"0"	"0"	"0"
"TCD"	"meat"	"0"	"120,801"	"0"	"0"	"0"	"0"	"0"	"0"
"TCD"	"fveg"	"0"	"531,178"	"0"	"2"	"0"	"0"	"1"	"0"
"TCD"	"foil"	"0"	"85,265"	"0"	"0"	"0"	"0"	"0"	"0"
"TCD"	"dair"	"0"	"11,475"	"0"	"2"	"0"	"0"	"0"	"0"
"TCD"	"mmll"	"0"	"378,501"	"0"	"2"	"0"	"0"	"1"	"0"
"TCD"	"rmll"	"0"	"160,486"	"0"	"2"	"0"	"0"	"0"	"0"
"TCD"	"wmll"	"0"	"39,110"	"0"	"2"	"0"	"0"	"0"	"0"
"TCD"	"gmll"	"0"	"1,906,306"	"0"	"2"	"0"	"0"	"3"	"0"
"TCD"	"sref"	"0"	"75,887"	"0"	"1"	"0"	"0"	"0"	"0"
"TCD"	"food"	"0"	"46,724"	"0"	"2"	"0"	"0"	"0"	"0"
"TCD"	"beve"	"0"	"87,737"	"0"	"8"	"0"	"0"	"1"	"0"
"TGO"	"maiz"	"715,275"	"886,630"	"3,939"	"0"	"28"	"3,492"	"0"	"25"
"TGO"	"sorg"	"362,940"	"303,322"	"5,290"	"0"	"0"	"1,605"	"0"	"0"
"TGO"	"rice"	"86,805"	"145,489"	"2,430"	"9"	"32"	"354"	"1"	"5"
"TGO"	"ocer"	"4,303"	"3,302"	"2,831"	"9"	"14"	"9"	"0"	"0"
"TGO"	"puls"	"407,612"	"228,349"	"7,152"	"0"	"0"	"1,633"	"0"	"0"
"TGO"	"gnut"	"59,290"	"43,842"	"7,419"	"0"	"15"	"325"	"0"	"1"
"TGO"	"oils"	"35,616"	"311,571"	"4,419"	"0"	"2"	"1,377"	"0"	"1"
"TGO"	"cass"	"273,679"	"1,089,596"	"744"	"0"	"0"	"811"	"0"	"0"
"TGO"	"spot"	"2,348"	"8,446"	"1,640"	"1"	"0"	"14"	"0"	"0"
"TGO"	"root"	"99,606"	"877,903"	"2,831"	"9"	"14"	"2,485"	"8"	"12"
"TGO"	"leaf"	"84"	"912"	"265"	"3"	"18"	"0"	"0"	"0"
"TGO"	"vege"	"29,202"	"149,674"	"781"	"20"	"68"	"117"	"3"	"10"
"TGO"	"toba"	"4,368"	"1,916"	"5,018"	"0"	"64"	"10"	"0"	"0"
"TGO"	"cott"	"179,602"	"137,266"	"5,018"	"0"	"64"	"689"	"0"	"9"
"TGO"	"nuts"	"7,543"	"7,197"	"7,584"	"78"	"0"	"55"	"1"	"0"
"TGO"	"bana"	"2,020"	"26,820"	"843"	"48"	"0"	"23"	"1"	"0"
"TGO"	"plan"	"0"	"1"	"843"	"48"	"0"	"0"	"0"	"0"
"TGO"	"frui"	"8,109"	"45,335"	"547"	"5"	"0"	"25"	"0"	"0"
"TGO"	"coff"	"41,950"	"21,023"	"27,743"	"0"	"93"	"583"	"0"	"2"
"TGO"	"coco"	"10,233"	"41,235"	"16,953"	"0"	"0"	"699"	"0"	"0"
"TGO"	"ocrp"	"8,563"	"3,751"	"5,792"	"35"	"0"	"22"	"0"	"0"
"TGO"	"catt"	"0"	"10,632"	"17,066"	"148"	"5"	"181"	"2"	"0"
"TGO"	"milk"	"0"	"93,403"	"2,324"	"108"	"4"	"217"	"10"	"0"
"TGO"	"poul"	"0"	"35,557"	"5,387"	"59"	"68"	"192"	"2"	"2"
"TGO"	"eggs"	"0"	"12,106"	"5,545"	"74"	"70"	"67"	"1"	"1"
"TGO"	"smlr"	"0"	"10,319"	"5,682"	"247"	"8"	"59"	"3"	"0"
"TGO"	"oliv"	"0"	"16,136"	"3,057"	"372"	"32"	"49"	"6"	"1"
"TGO"	"aqua"	"0"	"7"	"1,629"	"179"	"166"	"0"	"0"	"0"
"TGO"	"fish"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"0"
"TGO"	"meat"	"0"	"9,047"	"0"	"0"	"0"	"0"	"0"	"0"
"TGO"	"fveg"	"0"	"30,000"	"0"	"2"	"0"	"0"	"0"	"0"
"TGO"	"foil"	"0"	"31,744"	"0"	"0"	"0"	"0"	"0"	"0"
